bn_name,bn_id,loc_name,creator_type,title,date,year_n,place,publisher,names_n,names,bn_pos,record_id,lccnID
Helen Mary Petter,Q1120,"Petter, Helen Mary",author,The number book,1946,1946,New York,"Lothrop, Lee & Shepard Co.",1,"Petter, Helen Mary",1,Q1120_004,48003498
Emmeline Mary Plunket,Q1020,"Plunket, Emmeline M.",author,Ancient calendars and constellations,1903,1903,London,J. Murray,1,"Plunket, Emmeline M.",1,Q1020_001,04000528
Mary Congreve,Q839,"Poole, Mary",author,Poole's index to periodical literature,1901,1901,Boston and New York,"Houghton, Mifflin and company",2,"Fletcher, William Isaac || Poole, Mary",2,Q839_003,01013720
Rachael Poole,Q76,"Poole, Rachael",editor,"Catalogue of portraits in the possession of the university, colleges, city, and county of Oxford",1912-,1912,Oxford,The Clarendon press,1,"Poole, Rachael",1,Q76_001,13019001
Edith K. Prideaux,Q483,"Prideaux, Edith K.",author,Bosses & corbels of Exeter cathedral,1910,1910,Exeter,"J. G. Commin; etc., etc.",2,"Prideaux, Edith K. || Shafto, George Reginald Holt",1,Q483_002,13000091
Edith K. Prideaux,Q483,"Prideaux, Edith K.",author,Sutcombe church and its builders,1913,1913,Exeter,J. G. Commin,1,"Prideaux, Edith K.",1,Q483_003,25014809
Edith K. Prideaux,Q483,"Prideaux, Edith K.",author,The building of the cathedral church of St. Peter in Exeter,1922,1922,Exeter,J. G. Commin,2,"Bishop, Herbert Eustace || Prideaux, Edith K.",2,Q483_001,23010061
Elizabeth Ralph,Q1644,"Ralph, Elizabeth",editor,The deposition books of Bristol,1935-,1935,Bristol,Printed for the Bristol Record Society,2,"Nott, H. E. || Ralph, Elizabeth",2,Q1644_004,36006791
Elizabeth Ralph,Q1644,"Ralph, Elizabeth",author,"Calendar of the Bristol apprentice book, 1532-1565",1949-1992,1949,Bristol,Printed for the Bristol Record Society,3,"Hollis, D. || Ralph, Elizabeth || Hardwick, Nora M.",2,Q1644_003,50001853
Lucy Ramsay,Q1027,"Ramsay, Lucy Martin",editor,The stent book and Acts of the balliary of Islay. 1718-1843,1890,1890,Edinburgh,Printed by Neill and company,1,"Ramsay, Lucy Martin",1,Q1027_006,21002875
Sophia Wyndham Rawlins,Q1611,"Rawlins, Sophia Wyndham",author,Members of Parliament for the county of Somerset,1939,1939,Taunton,The Somersetshire archæological and natural history society,1,"Rawlins, Sophia Wyndham",1,Q1611_002,46036311
Sophia Wyndham Rawlins,Q1611,"Rawlins, Sophia Wyndham Bates Harbin",editor,Somerset wills from Exeter,1952,1952,Frome Eng.,Printed for subscribers only (for 1947) by Butler & Tanner,2,"Rawlins, Sophia Wyndham Bates Harbin || Jones, Ivan Fitzroy Hippisley",1,Q1611_001,53001240
Rachel Robertson Reid,Q1029,"Reid, R. R.",author,The king's Council in the North,1921,1921,London,"Longmans, Green and Co.",1,"Reid, R. R.",1,Q1029_002,21019135
Rachel Robertson Reid,Q1029,"Reid, R. R.",author,The planning of a history syllabus for schools,1944,1944,London,Pub. for the Historical association by P. S. King & Staples limited,2,"Reid, R. R. || Toyne, Stanley Mease",1,Q1029_003,a 44004380
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,"Greek, Etruscan and Roman bronzes",1915,1915,New York,The Gilliss Press,1,"Richter, Gisela M. A.",1,Q1030_029,15015444
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Antiquities from the island of Cyprus,1916,1916,Hartford,,3,"Avery, Samuel Putnam || Walters, Henry || Richter, Gisela M. A.",3,Q1030_051,43043047
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Handbook of the classical collection,1917,1917,New York,The Gilliss Press,1,"Richter, Gisela M. A.",1,Q1030_010,18000404
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Catalogue of engraved gems of the classical style,1920,1920,New York,,1,"Richter, Gisela M. A.",1,Q1030_006,20010704
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,The craft of Athenian pottery; an investigation of the technique of black-figured and red-figured Athenian vases,1923,1923,New Haven,"Yale University Press; etc., etc.",1,"Richter, Gisela M. A.",1,Q1030_025,23011634
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,"Ancient furniture; a history of Greek, Etruscan and Roman furniture",1926,1926,Oxford,The Clarendon press,1,"Richter, Gisela M. A.",1,Q1030_017,26015818
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,The sculpture and sculptors of the Greeks,1929,1929,London,"H. Milford, Oxford university press",1,"Richter, Gisela M. A.",1,Q1030_046,29004687
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,"Animals in Greek sculpture, a survey",1930,1930,New York,Oxford university press,1,"Richter, Gisela M. A.",1,Q1030_019,31002874
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Shapes and names of Athenian vases,1935,1935,New York,Plantin Press,2,"Richter, Gisela M. A. || Milne, Marjorie Josephine",1,Q1030_049,35032751
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Red-figured Athenian vases in the Metropolitan Museum of Art,1936,1936,London,"H. Milford, Oxford University Press",1,"Richter, Gisela M. A.",1,Q1030_043,37001494
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Etruscan terracotta warriors in the Metropolitan Museum of Art,1937,1937,New York,The Metropolitan Museum of Art,2,"Richter, Gisela M. A. || Binns, Charles Fergus",1,Q1030_027,37025740
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,"Augustan art; an exhibition commemorating the bimillennium of the birth of Augustus, New York, January 4, 1939, through February 19",1938,1938,New York,Printed by the Marchbanks Press,2,"Richter, Gisela M. A. || Alexander, Cristine",1,Q1030_003,39002914
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Handbook of the Etruscan collection,1940,1940,New York,The Marchbanks press,1,"Richter, Gisela M. A.",1,Q1030_016,41001932
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Roman portraits,1941,1941,New York,The Museum press,1,"Richter, Gisela M. A.",1,Q1030_014,42014641
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Kouroi; a study of the development of the Greek kouros from the late seventh to the early fifth century B.C.,1942,1942,New York,Oxford university press,2,"Richter, Gisela M. A. || Richter, Irma A.",1,Q1030_037,42052158
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,"Ancient gems, from the Evans and Beatty collections",1942,1942,New York,,3,"Evans, Arthur || Beatty, William Gedney || Richter, Gisela M. A.",3,Q1030_002,43001923
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Greek painting ; the development of pictorial representation from archaic to Graeco-Roman times,1944,1944,New York,The Metropolitan Museum of Art,1,"Richter, Gisela M. A.",1,Q1030_009,44007233
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Archaic Attic gravestones,1944,1944,"Cambridge, Mass.",Pub. for Oberlin college and the Metropolitan museum of art by Harvard university press,1,"Richter, Gisela M. A.",1,Q1030_020,unk81002122
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,A brief guide to the Greek collection,1945,1945,New York,Metropolitan Museum of Art,1,"Richter, Gisela M. A.",1,Q1030_004,45007181
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,"Attic red-figure vases, a survey",1946,1946,New Haven,Yale university press,1,"Richter, Gisela M. A.",1,Q1030_024,a 46003487
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Archaic Greek art against its historical background: a survey,1949,1949,New York,Oxford University Press,1,"Richter, Gisela M. A.",1,Q1030_022,49011589
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Three critical periods in Greek sculpture,1951,1951,Oxford,Clarendon Press,1,"Richter, Gisela M. A.",1,Q1030_050,52007629
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Handbook of the Greek collection,1953,1953,Cambridge,Harvard University Press,1,"Richter, Gisela M. A.",1,Q1030_013,53005059
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Catalogue of Greek sculptures,1954,1954,Cambridge,Published for the Museum by Harvard University Press,1,"Richter, Gisela M. A.",1,Q1030_007,a 54010056
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Ancient Italy; a study of the interrelations of its peoples as shown in their arts,1955,1955,Ann Arbor,University of Michigan Press,1,"Richter, Gisela M. A.",1,Q1030_018,55010726
Gisela Marie Augusta Richter,Q1030,"Richter, Gisela M. A.",author,Greek portraits,1955-,1955,Berchem-Bruxelles,"Latomus, revue d'études latines",1,"Richter, Gisela M. A.",1,Q1030_030,57025476
Marion Rivett-Carnac,Q1031,"Rivett-Carnac, Marion",author,"Notes on a collection of brooches worn in India, and their resemblance to European finds and forms",1913,1913,London,W. Griggs,1,"Rivett-Carnac, Marion",1,Q1031_003,43039404
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,In a mediæval library; a study in pre-reformation religious literature,1918,1918,Edinburgh,Sands & co.,1,"Robinson, Gertrude",1,Q2645_025,19004620
Gertrude Robinson,Q2645,"Robinson, Gertrude",translator,The feast of the cricifix,1918,1918,New York,B. H. Blackwell,1,"Robinson, Gertrude",1,Q2645_006,20002024
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,David Urquhart ; some chapters in the life of a Victorian knight-errant of justice and liberty,1920,1920,Oxford,B. Blackwell,1,"Robinson, Gertrude",1,Q2645_023,20015369
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,The treatment of narcotic education in school text books; a survey,1928,1928,New York,,1,"Robinson, Gertrude",1,Q2645_044,28023521
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,White heron feather,1930,1930,New York,Harper & Brothers,2,"Robinson, Gertrude || Best, Aliena Champlin",1,Q2645_032,30024626
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Sachim bird,1936,1936,New York,E. P. Dutton & co.,1,"Robinson, Gertrude",1,Q2645_042,36018136
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Chee-Chee's brother,1937,1937,New York,"E. P. Dutton and co., inc.",1,"Robinson, Gertrude",1,Q2645_037,37018110
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Revised syllabus in narcotic education,1937,1937,"Los Angeles, Calif.",,1,"Robinson, Gertrude",1,Q2645_041,40001066
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Robeen,1938,1938,New York,"E.P. Dutton & Co., inc.",1,"Robinson, Gertrude",1,Q2645_027,38021855
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Winged feet; scouting for George Washington,1939,1939,New York,"E.P. Dutton & co., inc.",1,"Robinson, Gertrude",1,Q2645_033,39020725
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Bringing up Raffles,1940,1940,New York,"E. P. Dutton & co., inc.",1,"Robinson, Gertrude",1,Q2645_035,40013980
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Sons of liberty,1941,1941,New York,E. P. Dutton and company,1,"Robinson, Gertrude",1,Q2645_043,41010153
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,"We learn to write; life story of the tools we use in expressing our thoughts, in recording the word",1941,1941,Boston,W.A. Wilde Company,1,"Robinson, Gertrude",1,Q2645_031,41021776
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Catch a falling star,1942,1942,New York,"E.P. Dutton and company, inc.",1,"Robinson, Gertrude",1,Q2645_036,42016188
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,"Peter Snow, surgeon",1943,1943,New York,"E. P. Dutton and company, inc.",1,"Robinson, Gertrude",1,Q2645_040,43007871
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Fox fire,1944,1944,New York,"E.P. Dutton and company, inc.",1,"Robinson, Gertrude",1,Q2645_024,44006683
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Mother Penny,1946,1946,New York,"E.P. Dutton & co., inc.",2,"Robinson, Gertrude || Babcock, Cathie",1,Q2645_034,46004608
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,"The Sign of the Golden Fish, a story of the Cornish fishermen in Maine",1949,1949,Philadelphia,J. C. Winston Co.,1,"Robinson, Gertrude",1,Q2645_028,49008795
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Father and the mountains,1950,1950,New York,Oxford University Press,1,"Robinson, Gertrude",1,Q2645_038,50006923
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Smoking Hoof,1951,1951,New York,Oxford University Press,1,"Robinson, Gertrude",1,Q2645_029,51012502
Gertrude Robinson,Q2645,"Robinson, Gertrude",author,Spindleshanks,1954,1954,New York,Oxford University Press,1,"Robinson, Gertrude",1,Q2645_030,54005710
Anne Roper,Q1584,"Roper, Anne",author,"Kent inns, a distillation",1955,1955,Maidstone Eng.,Kent messenger,2,"Roper, Anne || Boorman, Henry Roy Pratt",1,Q1584_001,56040331
Frances Rose-Troup,Q874,"Rose-Troup, Frances",author,"The western rebellion of 1549, an account of the insurrections in Devonshire and Cornwall against religious innovations in the reign of Edward VI.",1913,1913,London,"Smith, Elder & co.",1,"Rose-Troup, Frances",1,Q874_009,a 14000639
Frances Rose-Troup,Q874,"Rose-Troup, Frances",author,Lost chapels of Exeter,1923,1923,Exeter,J. G. Commin,1,"Rose-Troup, Frances",1,Q874_004,24003847
Frances Rose-Troup,Q874,"Rose-Troup, Frances",author,Roger Conant and the early settlements on the north shore of Massachusetts,1926,1926,n.p.,"Printed by Roger Conant family association, inc.",1,"Rose-Troup, Frances",1,Q874_008,35030122
Frances Rose-Troup,Q874,"Rose-Troup, Frances",author,The Massachusetts Bay Company and its predecessors,1930,1930,New York,The Grafton press,1,"Rose-Troup, Frances",1,Q874_007,30015560
Frances Rose-Troup,Q874,"Rose-Troup, Frances",author,"John White, the patriarch of Dorchester <Dorset> and the founder of Massachusetts, 1575-1648",1930,1930,London,G. P. Putnam's sons,1,"Rose-Troup, Frances",1,Q874_003,31003916
Frances Rose-Troup,Q874,"Rose-Troup, Frances",author,"The great fire at Ottery St. Mary, 1866",1936,1936,Exeter,J. Townsend & sons,1,"Rose-Troup, Frances",1,Q874_002,37020697
Frances Rose-Troup,Q874,"Rose-Troup, Frances",author,Exeter vignettes: Clarembald and the miracles of Exeter; Exeter in Norman days; the murder of the precentor,1942,1942,Manchester,Published for the University College of the South-west of England by the Manchester University Press,1,"Rose-Troup, Frances",1,Q874_001,a 42004707
Helen Rosenau,Q3500,"Rosenau, Helen",author,Design and medieval architecture,1934,1934,London,"B.T. Batsford, ltd.",1,"Rosenau, Helen",1,Q3500_003,36008874
Helen Rosenau,Q3500,"Rosenau, Helen",author,"Women in art, from type to personality",1944,1944,London,"Isomorph, ltd.",1,"Rosenau, Helen",1,Q3500_014,44036807
Helen Rosenau,Q3500,"Rosenau, Helen",author,A short history of Jewish art,1948,1948,London,J.Clarke,1,"Rosenau, Helen",1,Q3500_011,49002746
Helen Rosenau,Q3500,"Rosenau, Helen",author,The painter Jacques-Louis David,1948,1948,London,Nicholson & Watson,2,"Rosenau, Helen || David, Jacques Louis",1,Q3500_010,49013977
Helen Rosenau,Q3500,"Rosenau, Helen",author,Notes on the illuminations of the Spanish Haggadah in the John Rylands Library,1953,1953,Manchester.,,1,"Rosenau, Helen",1,Q3500_009,a 55010737
Enid Maud Grace Routh,Q1036,"Routh, E. M. G.",author,"Tangier, England's lost Atlantic outpost, 1661-1684",1912,1912,London,J. Murray,1,"Routh, E. M. G.",1,Q1036_004,12014983
Enid Maud Grace Routh,Q1036,"Routh, E. M. G.",author,Lady Margaret,1924,1924,London,"Oxford university press, H. Milford",1,"Routh, E. M. G.",1,Q1036_001,25013874
Enid Maud Grace Routh,Q1036,"Routh, E. M. G.",author,"Sir Thomas More and his friends, 1477-1535",1934,1934,London,"Oxford University Press, H. Milford",1,"Routh, E. M. G.",1,Q1036_003,34021001
Constance Charlotte Elisa Russell,Q1038,"Russell, Constance Charlotte Elisa Lennox",author,Swallowfield and its owners,1901,1901,"London, New York etc.","Longmans, Green, and co.",1,"Russell, Constance Charlotte Elisa Lennox",1,Q1038_001,02007607
Kathleen Schlesinger,Q2004,"Schlesinger, Kathleen",author,The instruments of the modern orchestra and early records of the precursors of the violin family,1910,1910,London,Reeves,1,"Schlesinger, Kathleen",1,Q2004_007,unk85064547
Kathleen Schlesinger,Q2004,"Schlesinger, Kathleen",author,A bibliography of musical instruments and archaeology intended as a guide to the study of the history of musical instruments,1912,1912,London,William Reeves,1,"Schlesinger, Kathleen",1,Q2004_003,unk84092233
Kathleen Schlesinger,Q2004,"Schlesinger, Kathleen",author,"The precursors of the violin family; records, researches & studies",1914,1914,London,W. Reeves,1,"Schlesinger, Kathleen",1,Q2004_009,15008217
Kathleen Schlesinger,Q2004,"Schlesinger, Kathleen",author,Is European musical theory indebted to the Arabs?,1925,1925,London,H. Reeves,1,"Schlesinger, Kathleen",1,Q2004_008,62056389
Kathleen Schlesinger,Q2004,"Schlesinger, Kathleen",editor,"The bowed-harp, a study in the history of early musical instruments",1930,1930,London,W. Reeves,3,"Andersson, Otto Emanuel || Schlesinger, Kathleen || Stenbäck, Mary Longman",2,Q2004_001,31018393
Kathleen Schlesinger,Q2004,"Schlesinger, Kathleen",author,"The Greek aulos; a study of its mechanism and of its relation to the modal system of ancient Greek music, followed by a survey of the Greek harmoniai in survival or rebirth in folk-music",1939,1939,London,"Methuen & co., ltd.",1,"Schlesinger, Kathleen",1,Q2004_004,39021981
Sophia Schliemann,Q2110,"Schliemann, Sophie Kastromenos",editor,Heinrich Schliemann,1939,1939,Leipzig,F. A. Brockhaus,3,"Schliemann, Heinrich || Schliemann, Sophie Kastromenos || Brueckner, Alfred",2,Q2110_002,45029355
Charlotte Schreiber,Q1376,"Schreiber, Charlotte",author,"Catalogue of English porcelain, earthenware, enamels, &c",1885,1885,London,Printed by Eyre and Spottiswoode for H. M. Stationery off.,2,"Schreiber, Charles || Schreiber, Charlotte",2,Q1376_016,09024571
Charlotte Schreiber,Q1376,"Schreiber, Charlotte",author,Playing cards of various ages and countries,1892-95,1892,London,J. Murray,2,"Schreiber, Charlotte || Franks, Augustus Wollaston",1,Q1376_015,05015852
Maud Sellers,Q577,"Sellers, Maud",editor,The acts and ordinances of the Eastland company,1906,1906,London,Royal historical society,1,"Sellers, Maud",1,Q577_001,06036091
Maud Sellers,Q577,"Sellers, Maud",editor,York memorandum book Lettered A/Y in the Guild-hall muniment room,1912-15,1912,Durham,"Pub. for the Society by Andrews & co.; etc., etc.",1,"Sellers, Maud",1,Q577_003,13008464
